Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,164,,,Cpd 164: 2874.3726 14.188,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2876.0421,1437.1749,2,,,20140404-212.d,14.416,,,2154,,,9,Negative,-2,-3,,2874.3726,,1436.1796,,80,14.188,,13.918,0.257,,,1,89,0.0017,0.04,232033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,165,,,Cpd 165: 3146.4786 14.298,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3147.423,1048.142,1,,,20140404-212.d,14.482,,,1965,,,3,Negative,-3,-3,,3146.4786,,1047.8189,,80,14.298,,14.117,0.207,,,2,90,,0.01,66789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,166,,,Cpd 166: 2892.3839 14.301,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2894.708,1446.1793,2,,,20140404-212.d,14.83,,,4639,,,12,Negative,-2,-3,,2892.3839,,1445.1817,,80,14.301,,14.001,0.402,,,2,90,0.01,0.14,763864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,167,,,Cpd 167: 2898.3907 14.419,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2899.6573,965.4557,4,,,20140404-212.d,14.764,,,9456,,,16,Negative,-2,-5,,2898.3907,,965.123,,100,14.419,,14.167,0.258,,,1,91,0.0078,0.19,1050972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,168,,,Cpd 168: 2938.3761 14.498,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2939.7901,1468.682,2,,,20140404-212.d,14.814,,,5625,,,10,Negative,-2,-3,,2938.3761,,1468.1808,,100,14.498,,14.283,0.272,,,3,92,0.0001,0.09,477714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,169,,,Cpd 169: 2960.3507 14.499,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2961.2441,1479.1681,1,,,20140404-212.d,14.681,,,2297,,,3,Negative,-2,-2,,2960.3507,,1479.1681,,100,14.499,,14.366,0.194,,,3,92,,0.01,77134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,170,,,Cpd 170: 2916.4007 14.500,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2917.9822,971.4605,4,,,20140404-212.d,15.245,,,21788,,,23,Negative,-2,-5,,2916.4007,,971.1269,,100,14.5,,14.2,0.335,,,3,92,0.009,0.56,3112974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,171,,,Cpd 171: 3028.5155 14.814,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3029.7194,1008.8337,2,,,20140404-212.d,14.996,,,2551,,,7,Negative,-2,-3,,3028.5155,,1008.4984,,99.4,14.814,,14.681,0.164,,,1,93,0.0065,0.02,111986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,172,,,Cpd 172: 3468.4267 14.881,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3469.6706,1155.4672,2,,,20140404-212.d,15.079,,,2426,,,7,Negative,-2,-3,,3468.4267,,1155.1359,,100,14.881,,14.731,0.199,,,3,94,0.0062,0.03,174448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,173,,,Cpd 173: 3446.4521 14.885,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3448.047,1148.1437,2,,,20140404-212.d,15.212,,,10328,,,11,Negative,-2,-3,,3446.4521,,1147.8099,,100,14.885,,14.664,0.26,,,3,94,0.0016,0.15,821791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,174,,,Cpd 174: 3424.4705 14.888,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3426.1084,1140.8163,5,,,20140404-212.d,15.394,,,56461,,,29,Negative,-2,-6,,3424.4705,,1140.4824,,100,14.888,,14.631,0.285,,,3,94,0.0134,0.89,4932383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,175,,,Cpd 175: 3198.4109 15.112,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3200.2351,1065.4625,1,,,20140404-212.d,15.461,,,4548,,,5,Negative,-3,-3,,3198.4109,,1065.1297,,100,15.112,,14.88,0.302,,,2,95,,0.05,281901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,176,,,Cpd 176: 3199.3996 15.122,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3200.288,1598.6925,1,,,20140404-212.d,15.295,,,2371,,,3,Negative,-2,-2,,3199.3996,,1598.6925,,80,15.122,,14.913,0.226,,,2,95,,0.02,90040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,177,,,Cpd 177: 3452.4634 15.233,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3453.8572,1150.1467,1,,,20140404-212.d,15.427,,,2363,,,4,Negative,-3,-3,,3452.4634,,1149.8139,,80,15.233,,15.013,0.226,,,1,96,,0.02,106833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,178,,,Cpd 178: 3204.4109 15.286,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3205.8359,1067.4641,4,,,20140404-212.d,15.66,,,16753,,,18,Negative,-2,-5,,3204.4109,,1067.1291,,100,15.286,,15.063,0.261,,,1,97,0.0089,0.24,1355776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,179,,,Cpd 179: 3244.4015 15.361,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3246.1136,1080.7947,2,,,20140404-212.d,15.743,,,6927,,,12,Negative,-2,-3,,3244.4015,,1080.4597,,100,15.361,,15.145,0.285,,,3,98,0.0011,0.13,740628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,180,,,Cpd 180: 3222.4257 15.362,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3224.1414,1073.4679,4,,,20140404-212.d,16.141,,,41855,,,25,Negative,-2,-5,,3222.4257,,1073.134,,100,15.362,,15.063,0.354,,,3,98,0.0123,0.85,4710150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,181,,,Cpd 181: 3260.3677 15.363,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3261.3722,1086.1188,1,,,20140404-212.d,15.527,,,2139,,,3,Negative,-3,-3,,3260.3677,,1085.782,,75.9,15.363,,15.245,0.175,,,3,98,,0.01,65028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,182,,,Cpd 182: 3807.4650 15.690,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3809.2044,1268.4755,1,,,20140404-212.d,15.892,,,3194,,,5,Negative,-3,-3,,3807.465,,1268.1477,,80,15.69,,15.543,0.208,,,5,99,,0.03,161196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,183,,,Cpd 183: 3813.4690 15.702,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3815.1333,1270.483,1,,,20140404-212.d,15.908,,,4228,,,5,Negative,-3,-3,,3813.469,,1270.1491,,100,15.702,,15.527,0.218,,,5,99,,0.04,200301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,184,,,Cpd 184: 3791.4953 15.702,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3793.187,1263.1567,2,,,20140404-212.d,16.058,,,14583,,,10,Negative,-2,-3,,3791.4953,,1262.8249,,100,15.702,,15.461,0.282,,,5,99,0.0095,0.18,1016645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,185,,,Cpd 185: 3250.4249 15.704,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3251.7158,1082.7976,1,,,20140404-212.d,15.925,,,2462,,,4,Negative,-3,-3,,3250.4249,,1082.4677,,100,15.704,,15.543,0.229,,,5,99,,0.02,105290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,186,,,Cpd 186: 3769.5155 15.704,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3771.2911,1255.8312,5,,,20140404-212.d,16.34,,,73996,,,30,Negative,-2,-6,,3769.5155,,1255.497,,100,15.704,,15.427,0.305,,,5,99,0.021,1.13,6256347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,187,,,Cpd 187: 3504.4414 15.860,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3505.7333,1167.4697,1,,,20140404-212.d,16.091,,,2262,,,4,Negative,-3,-3,,3504.4414,,1167.1399,,80,15.86,,15.693,0.222,,,1,100,,0.02,97050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,188,,,Cpd 188: 3797.5038 15.913,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3798.8716,1265.1596,1,,,20140404-212.d,16.107,,,2964,,,4,Negative,-3,-3,,3797.5038,,1264.8273,,80,15.913,,15.66,0.23,,,1,101,,0.03,145981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,189,,,Cpd 189: 3509.5290 16.051,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3510.5532,584.0753,1,,,20140404-212.d,16.223,,,1244,,,3,Negative,-6,-6,,3509.529,,583.9142,,80,16.051,,15.925,0.179,,,2,102,,0.01,36100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,190,,,Cpd 190: 3509.4522 16.054,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3511.0509,1169.1432,4,,,20140404-212.d,16.572,,,25870,,,19,Negative,-2,-5,,3509.4522,,1168.8099,,100,16.054,,15.809,0.288,,,2,102,0.0095,0.36,1983455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,191,,,Cpd 191: 3587.3946 16.073,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3588.7489,1195.1249,1,,,20140404-212.d,16.223,,,2323,,,4,Negative,-3,-3,,3587.3946,,1194.7909,,80,16.073,,15.942,0.159,,,6,103,,0.01,75593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,192,,,Cpd 192: 3565.4078 16.080,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3567.6075,1187.8001,1,,,20140404-212.d,16.34,,,4635,,,6,Negative,-3,-3,,3565.4078,,1187.462,,100,16.08,,15.875,0.253,,,6,103,,0.06,306840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,193,,,Cpd 193: 3571.4252 16.083,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3572.8684,1189.8013,2,,,20140404-212.d,16.34,,,4000,,,8,Negative,-2,-3,,3571.4252,,1189.4673,,100,16.083,,15.892,0.226,,,6,103,0.0089,0.04,230434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,194,,,Cpd 194: 3548.4300 16.085,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3551.1053,1182.4737,1,,,20140404-212.d,16.539,,,13931,,,7,Negative,-3,-3,,3548.43,,1181.8027,,80,16.085,,15.842,0.318,,,6,103,,0.18,972197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,195,,,Cpd 195: 3549.4399 16.086,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3551.0066,1774.2125,1,,,20140404-212.d,16.34,,,4074,,,5,Negative,-2,-2,,3549.4399,,1773.7127,,100,16.086,,15.908,0.238,,,6,103,,0.04,213422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,196,,,Cpd 196: 3527.4647 16.086,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3529.3682,1175.1467,5,,,20140404-212.d,16.688,,,70341,,,34,Negative,-2,-6,,3527.4647,,1174.8134,,100,16.086,,15.759,0.326,,,6,103,0.0181,1.24,6877203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,197,,,Cpd 197: 3555.4412 16.397,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3557.0652,1184.4767,1,,,20140404-212.d,16.754,,,4569,,,5,Negative,-3,-3,,3555.4412,,1184.1398,,100,16.397,,16.024,0.328,,,1,104,,0.05,291248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,198,,,Cpd 198: 4159.4963 16.628,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4160.3262,1385.4915,1,,,20140404-212.d,16.787,,,4152,,,3,Negative,-3,-3,,4159.4963,,1385.4915,,100,16.628,,16.472,0.191,,,7,105,,0.02,130772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,199,,,Cpd 199: 4155.4863 16.628,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4157.1837,1385.1571,1,,,20140404-212.d,16.787,,,3468,,,4,Negative,-3,-3,,4155.4863,,1384.1548,,80,16.628,,16.472,0.189,,,7,105,,0.03,144423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,200,,,Cpd 200: 4142.5212 16.634,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4144.2909,1380.1678,1,,,20140404-212.d,16.854,,,5873,,,5,Negative,-3,-3,,4142.5212,,1379.8331,,80,16.634,,16.456,0.231,,,7,105,,0.06,342052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,201,,,Cpd 201: 4136.5004 16.636,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4138.3025,1378.1621,1,,,20140404-212.d,16.837,,,5899,,,5,Negative,-3,-3,,4136.5004,,1377.8262,,80,16.636,,16.456,0.223,,,7,105,,0.06,316598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,202,,,Cpd 202: 4120.5401 16.637,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4122.3971,1372.8408,2,,,20140404-212.d,17.02,,,23781,,,10,Negative,-2,-3,,4120.5401,,1372.5062,,100,16.637,,16.389,0.282,,,7,105,0.0066,0.29,1620939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,203,,,Cpd 203: 4097.5711 16.641,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4099.9259,818.9094,2,,,20140404-212.d,17.053,,,11591,,,9,Negative,-4,-5,,4097.5711,,818.5079,,80,16.641,,16.406,0.292,,,7,105,0.0275,0.14,751854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,204,,,Cpd 204: 4098.5626 16.641,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4100.5207,1365.5133,5,,,20140404-212.d,17.384,,,119358,,,32,Negative,-2,-7,,4098.5626,,1365.1793,,100,16.641,,16.356,0.318,,,7,105,0.0197,1.84,10177258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,205,,,Cpd 205: 3872.4948 16.773,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3874.774,1290.1581,1,,,20140404-212.d,17.053,,,3805,,,6,Negative,-3,-3,,3872.4948,,1289.8243,,80,16.773,,16.505,0.278,,,1,106,,0.05,272376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,206,,,Cpd 206: 4126.5486 16.861,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4128.0058,1374.8442,1,,,20140404-212.d,17.086,,,5495,,,4,Negative,-3,-3,,4126.5486,,1374.5089,,100,16.861,,16.555,0.282,,,1,107,,0.06,311978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,207,,,Cpd 207: 3838.4964 16.901,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3840.1306,1278.8251,5,,,20140404-212.d,17.235,,,15179,,,17,Negative,-2,-6,,3838.4964,,1278.4908,,99.4,16.901,,16.671,0.269,,,4,108,0.0189,0.19,1034298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,208,,,Cpd 208: 3894.4474 16.907,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3896.1919,1297.4782,1,,,20140404-212.d,17.119,,,3592,,,5,Negative,-3,-3,,3894.4474,,1297.1419,,80,16.907,,16.704,0.234,,,4,108,,0.03,188302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,209,,,Cpd 209: 3856.5108 16.911,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3858.4282,1284.8294,5,,,20140404-212.d,17.6,,,58052,,,30,Negative,-2,-6,,3856.5108,,1284.4947,,100,16.911,,16.588,0.312,,,4,108,0.0239,0.93,5157337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,210,,,Cpd 210: 3878.4839 16.912,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3880.267,1292.1567,2,,,20140404-212.d,17.302,,,12258,,,9,Negative,-2,-3,,3878.4839,,1291.8207,,100,16.912,,16.688,0.276,,,4,108,0.0029,0.14,802281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,211,,,Cpd 211: 4403.6018 17.137,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4405.6605,1467.1938,5,,,20140404-212.d,17.7,,,67876,,,31,Negative,-2,-7,,4403.6018,,1466.8586,,100,17.137,,16.87,0.307,,,4,109,0.0267,1.11,6158938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,212,,,Cpd 212: 4402.6200 17.138,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4405.4387,879.9184,1,,,20140404-212.d,17.434,,,6352,,,7,Negative,-5,-5,,4402.62,,879.5167,,80,17.138,,16.92,0.261,,,4,109,,0.07,399624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,213,,,Cpd 213: 4447.5621 17.141,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4449.3438,1482.1806,1,,,20140404-212.d,17.285,,,4147,,,5,Negative,-3,-3,,4447.5621,,1481.5134,,80,17.141,,16.986,0.186,,,4,109,,0.03,182570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,214,,,Cpd 214: 4425.5788 17.143,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4427.7794,1474.8527,1,,,20140404-212.d,17.451,,,13575,,,7,Negative,-3,-3,,4425.5788,,1474.1857,,80,17.143,,16.92,0.273,,,4,109,,0.18,974226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,215,,,Cpd 215: 3884.5000 17.192,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3886.1876,1294.162,1,,,20140404-212.d,17.501,,,3296,,,5,Negative,-3,-3,,3884.5,,1293.826,,80,17.192,,16.903,0.294,,,1,110,,0.04,217096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,216,,,Cpd 216: 4177.5241 17.281,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4179.8299,1392.171,1,,,20140404-212.d,17.501,,,5046,,,6,Negative,-3,-3,,4177.5241,,1391.5008,,80,17.281,,17.103,0.228,,,1,111,,0.05,270962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,217,,,Cpd 217: 4245.5024 17.436,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4246.9003,1414.4983,1,,,20140404-212.d,17.617,,,3285,,,4,Negative,-3,-3,,4245.5024,,1414.1602,,81.8,17.436,,17.302,0.178,,,4,112,,0.02,126964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,218,,,Cpd 218: 4223.5254 17.443,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4225.5014,1407.1708,1,,,20140404-212.d,17.766,,,10809,,,6,Negative,-3,-3,,4223.5254,,1406.8345,,100,17.443,,17.235,0.268,,,4,112,,0.13,706874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
