Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,167,,,Cpd 167: 3134.3615,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3135.6378,1044.1129,3,,,20140424-306.d,10.511,,,2935,,,10,Negative,-2,-4,,3134.3615,,1043.7802,,100,10.241,,10.03,0.261,,,7,60,0.0028,0.04,290889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,168,,,Cpd 168: 3162.3605,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3163.6281,1580.6728,1,,,20140424-306.d,10.462,,,1645,,,4,Negative,-2,-2,,3162.3605,,1580.173,,100,10.242,,10.064,0.242,,,7,60,,0.01,70479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,169,,,Cpd 169: 3140.3731,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3141.6342,1569.6804,2,,,20140424-306.d,10.528,,,3194,,,8,Negative,-2,-3,,3140.3731,,1569.1792,,100,10.244,,10.03,0.269,,,7,60,0.0002,0.04,263752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,170,,,Cpd 170: 3096.4112,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3097.8703,1031.4637,4,,,20140424-306.d,10.793,,,33115,,,26,Negative,-2,-5,,3096.4112,,1031.1299,,100,10.245,,9.931,0.32,,,7,60,0.0014,0.73,4979502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,171,,,Cpd 171: 3118.3950,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3119.7923,1558.6907,2,,,20140424-306.d,10.627,,,8060,,,10,Negative,-2,-3,,3118.395,,1558.1901,,100,10.248,,9.964,0.311,,,7,60,0.0002,0.13,920754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,172,,,Cpd 172: 2984.3834,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2985.6248,745.3406,2,,,20140424-306.d,10.511,,,2125,,,8,Negative,-4,-5,,2984.3834,,745.0895,,100,10.25,,10.014,0.271,,,7,60,0.0058,0.03,192090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,173,,,Cpd 173: 2895.3521,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2896.1509,1446.6666,3,,,20140424-306.d,10.926,,,1289,,,7,Negative,-2,-4,,2895.3521,,1446.6666,,100,10.699,,10.528,0.193,,,1,61,0.0087,0.01,68020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,174,,,Cpd 174: 2855.3360,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2856.0832,1426.6629,3,,,20140424-306.d,11.258,,,1245,,,8,Negative,-2,-5,,2855.336,,1426.6629,,96.7,11.057,,10.611,0.235,,,1,62,0.0087,0.01,65815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,175,,,Cpd 175: 3200.3860,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3201.5608,1066.1223,2,,,20140424-306.d,12.22,,,1820,,,7,Negative,-2,-3,,3200.386,,1065.7882,,100,11.983,,11.788,0.233,,,1,63,0.0013,0.01,102359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,176,,,Cpd 176: 3290.4089,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3291.8348,657.2758,1,,,20140424-306.d,12.336,,,2883,,,5,Negative,-5,-5,,3290.4089,,657.0745,,99.9,12.021,,11.788,0.282,,,10,64,,0.02,165996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,177,,,Cpd 177: 3485.3895,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3486.7791,1161.1247,2,,,20140424-306.d,12.336,,,3918,,,8,Negative,-2,-3,,3485.3895,,1160.7891,,100,12.021,,11.805,0.267,,,10,64,0.0012,0.04,301862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,178,,,Cpd 178: 3507.3735,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3508.9506,1168.4515,2,,,20140424-306.d,12.236,,,1912,,,8,Negative,-2,-3,,3507.3735,,1168.1174,,100,12.022,,11.838,0.222,,,10,64,0.0046,0.02,117804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,179,,,Cpd 179: 3463.4062,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3465.0139,1153.7964,4,,,20140424-306.d,12.352,,,8358,,,19,Negative,-2,-5,,3463.4062,,1153.461,,100,12.025,,11.755,0.275,,,10,64,0.0028,0.12,801825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,180,,,Cpd 180: 3469.4256,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3470.8644,1155.8016,2,,,20140424-306.d,12.352,,,5406,,,9,Negative,-2,-3,,3469.4256,,1155.4681,,100,12.025,,11.788,0.293,,,10,64,0.0014,0.07,489112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,181,,,Cpd 181: 3447.4445,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3449.0184,1148.474,2,,,20140424-306.d,12.468,,,17882,,,11,Negative,-2,-3,,3447.4445,,1148.1412,,100,12.025,,11.739,0.324,,,10,64,0.003,0.25,1686004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,182,,,Cpd 182: 3313.4341,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3314.7713,661.8801,1,,,20140424-306.d,12.286,,,1840,,,4,Negative,-5,-5,,3313.4341,,661.6795,,100,12.025,,11.838,0.256,,,10,64,,0.01,87364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,183,,,Cpd 183: 3425.4613,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3427.0992,1141.1473,5,,,20140424-306.d,12.651,,,85873,,,35,Negative,-2,-6,,3425.4613,,1140.8135,,100,12.025,,11.705,0.325,,,10,64,0.0022,1.45,9939616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,184,,,Cpd 184: 3491.4031,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3492.6022,1163.1309,2,,,20140424-306.d,12.269,,,1924,,,7,Negative,-2,-3,,3491.4031,,1162.7934,,100,12.03,,11.855,0.239,,,10,64,0.0019,0.02,151481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,185,,,Cpd 185: 334.0483,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,334.0483,667.0897,1,,,20140424-306.d,12.22,,,717,,,2,Negative,-1,-1,,334.0483,,667.0897,,76.4,12.037,,11.905,0.195,,,10,64,0.0003,0,23676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,186,,,Cpd 186: 1279.1615,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1279.4957,425.3799,1,,,20140424-306.d,12.236,,,657,,,2,Negative,-3,-3,,1279.1615,,425.3799,,73.1,12.056,,11.855,0.253,,,1,65,,0,11047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,187,,,Cpd 187: 844.2218,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,844.7081,843.2147,2,,,20140424-306.d,12.452,,,19043,,,7,Negative,-1,-2,,844.2218,,843.2147,,100,12.108,,11.822,0.312,,,2,66,0.0021,0.09,626519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,188,,,Cpd 188: 866.2014,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,866.6475,865.1941,1,,,20140424-306.d,12.369,,,3564,,,3,Negative,-1,-1,,866.2014,,865.1941,,100,12.115,,11.888,0.269,,,2,66,,0.01,92874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,189,,,Cpd 189: 3453.4582,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3455.0025,1150.4799,2,,,20140424-306.d,12.8,,,2533,,,8,Negative,-2,-3,,3453.4582,,1150.1456,,95,12.516,,11.938,0.437,,,1,67,0.0046,0.03,225724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,190,,,Cpd 190: 866.2032,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,866.4919,865.1959,1,,,20140424-306.d,12.999,,,2097,,,2,Negative,-1,-1,,866.2032,,865.1959,,100,12.65,,12.385,0.35,,,1,68,,0.01,57781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,191,,,Cpd 191: 844.2220,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,844.6469,843.215,2,,,20140424-306.d,13.215,,,9557,,,5,Negative,-1,-2,,844.222,,843.215,,100,12.677,,12.352,0.424,,,1,69,0.0019,0.06,384484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,192,,,Cpd 192: 1175.2155,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1175.5228,1174.2083,1,,,20140424-306.d,12.883,,,1712,,,2,Negative,-1,-1,,1175.2155,,1174.2083,,82.6,12.722,,12.601,0.171,,,4,70,,0,25577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,193,,,Cpd 193: 1020.2037,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1020.4916,509.0946,1,,,20140424-306.d,12.883,,,1119,,,2,Negative,-2,-2,,1020.2037,,509.0946,,98.2,12.731,,12.551,0.197,,,4,70,,0,20609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,194,,,Cpd 194: 576.6175,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,576.8457,1152.2268,1,,,20140424-306.d,13.099,,,3747,,,5,Negative,-1,-1,,576.6175,,1152.2268,,100,12.735,,12.535,0.26,,,4,70,0.0009,0.03,218440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,195,,,Cpd 195: 1131.2514,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1131.8647,564.6183,2,,,20140424-306.d,13.099,,,27477,,,8,Negative,-1,-2,,1131.2514,,564.6183,,100,12.736,,12.452,0.262,,,4,70,0.0011,0.16,1094481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,196,,,Cpd 196: 675.1624,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,675.375,674.1551,1,,,20140424-306.d,12.999,,,2020,,,2,Negative,-1,-1,,675.1624,,674.1551,,100,12.815,,12.634,0.207,,,3,71,,0,29270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,197,,,Cpd 197: 848.1929,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,848.6515,847.1856,1,,,20140424-306.d,13.082,,,3978,,,3,Negative,-1,-1,,848.1929,,847.1856,,100,12.823,,12.601,0.246,,,3,71,,0.01,88162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,198,,,Cpd 198: 826.2111,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,826.6894,825.2041,2,,,20140424-306.d,13.215,,,18717,,,7,Negative,-1,-2,,826.2111,,825.2041,,96,12.83,,12.568,0.268,,,3,71,0.0038,0.07,503867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,199,,,Cpd 199: 3619.4569,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3621.0563,723.0839,2,,,20140424-306.d,13.215,,,2925,,,10,Negative,-5,-6,,3619.4569,,722.8844,,100,12.951,,12.734,0.245,,,6,72,0.0035,0.04,240878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,200,,,Cpd 200: 3791.4222,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3793.0496,1263.1321,1,,,20140424-306.d,13.215,,,3048,,,5,Negative,-3,-3,,3791.4222,,1262.8001,,100,12.953,,12.75,0.263,,,6,72,,0.03,174393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,201,,,Cpd 201: 3731.4869,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3733.2463,1243.1559,5,,,20140424-306.d,13.58,,,55977,,,32,Negative,-2,-6,,3731.4869,,1242.822,,100,12.956,,12.651,0.316,,,6,72,0.0028,0.86,5922174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,202,,,Cpd 202: 3769.4334,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3771.202,1255.8038,3,,,20140424-306.d,13.281,,,6196,,,14,Negative,-3,-5,,3769.4334,,1255.4709,,100,12.956,,12.701,0.276,,,6,72,0.0141,0.07,477222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,203,,,Cpd 203: 3753.4697,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3755.176,1250.483,2,,,20140424-306.d,13.397,,,12827,,,11,Negative,-2,-3,,3753.4697,,1250.1494,,100,12.956,,12.701,0.303,,,6,72,0.0024,0.15,1010562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,204,,,Cpd 204: 3775.4503,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3776.9263,1257.811,2,,,20140424-306.d,13.231,,,3981,,,8,Negative,-2,-3,,3775.4503,,1257.4762,,100,12.959,,12.734,0.264,,,6,72,0.0014,0.04,280315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,205,,,Cpd 205: 1193.2272,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1193.5791,1192.2199,1,,,20140424-306.d,13.231,,,1696,,,2,Negative,-1,-1,,1193.2272,,1192.2199,,80,12.983,,12.8,0.276,,,3,73,,0.01,42084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,206,,,Cpd 206: 1149.2627,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1149.8806,573.6239,2,,,20140424-306.d,13.911,,,30176,,,8,Negative,-1,-2,,1149.2627,,573.6239,,100,12.991,,12.651,0.447,,,3,73,0.0009,0.28,1922150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,207,,,Cpd 207: 1171.2432,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1171.793,1170.2362,2,,,20140424-306.d,13.43,,,4419,,,6,Negative,-1,-2,,1171.2432,,1170.2362,,100,12.996,,12.734,0.337,,,3,73,0.0007,0.03,224256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,208,,,Cpd 208: 1038.2209,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1038.4962,518.1032,1,,,20140424-306.d,13.248,,,990,,,2,Negative,-2,-2,,1038.2209,,518.1032,,87,13.023,,12.8,0.261,,,1,74,,0,15935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,209,,,Cpd 209: 3505.4302,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3507.2876,1167.7987,1,,,20140424-306.d,13.414,,,1856,,,5,Negative,-3,-3,,3505.4302,,1167.4695,,80,13.15,,12.966,0.245,,,1,75,,0.01,93961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,210,,,Cpd 210: 1325.2489,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1325.8477,661.6172,1,,,20140424-306.d,13.58,,,1875,,,3,Negative,-2,-2,,1325.2489,,661.6172,,100,13.336,,13.132,0.237,,,5,76,,0.01,48908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,211,,,Cpd 211: 1514.2475,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1514.6197,756.1165,1,,,20140424-306.d,13.497,,,1870,,,2,Negative,-2,-2,,1514.2475,,756.1165,,80,13.338,,13.165,0.2,,,5,76,,0.01,40013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,212,,,Cpd 212: 1476.2980,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1477.0742,737.1418,3,,,20140424-306.d,13.828,,,37088,,,10,Negative,-1,-3,,1476.298,,737.1418,,100,13.34,,13.032,0.279,,,5,76,0.0021,0.2,1374866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,213,,,Cpd 213: 1498.2826,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1499.0347,748.134,1,,,20140424-306.d,13.828,,,8148,,,4,Negative,-2,-2,,1498.2826,,748.134,,100,13.344,,13.115,0.32,,,5,76,,0.04,281671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,214,,,Cpd 214: 760.1309,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,760.3586,759.1237,1,,,20140424-306.d,13.596,,,2880,,,2,Negative,-1,-1,,760.1309,,759.1237,,100,13.346,,13.165,0.231,,,5,76,,0.01,50679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,215,,,Cpd 215: 3759.4761,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3760.8828,1252.4869,1,,,20140424-306.d,13.679,,,2209,,,4,Negative,-3,-3,,3759.4761,,1252.1514,,80,13.403,,12.883,0.381,,,1,77,,0.02,141358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,216,,,Cpd 216: 1532.2539,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1532.8981,765.1197,1,,,20140424-306.d,13.828,,,2180,,,3,Negative,-2,-2,,1532.2539,,765.1197,,100,13.602,,13.414,0.239,,,6,78,,0.01,65145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,217,,,Cpd 217: 1554.2399,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1554.6053,776.1127,1,,,20140424-306.d,13.679,,,1045,,,2,Negative,-2,-2,,1554.2399,,776.1127,,71.2,13.602,,13.464,0.157,,,6,78,,0,12426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,218,,,Cpd 218: 1414.3388,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1414.6624,706.1622,2,,,20140424-306.d,13.762,,,1138,,,3,Negative,-1,-2,,1414.3388,,706.1622,,80,13.605,,13.447,0.179,,,6,78,0.0004,0,24007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,219,,,Cpd 219: 1494.3090,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1495.0501,746.1473,3,,,20140424-306.d,14.177,,,50418,,,11,Negative,-1,-3,,1494.309,,746.1473,,100,13.608,,13.281,0.354,,,6,78,0.0018,0.33,2268413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,220,,,Cpd 220: 1516.2901,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1516.9988,757.1378,2,,,20140424-306.d,14.309,,,9180,,,5,Negative,-1,-2,,1516.2901,,757.1378,,100,13.613,,13.331,0.362,,,6,78,0.0024,0.06,388668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,221,,,Cpd 221: 1538.2718,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1538.9379,768.1286,1,,,20140424-306.d,13.911,,,2765,,,3,Negative,-2,-2,,1538.2718,,768.1286,,100,13.616,,13.364,0.275,,,6,78,,0.01,98020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,222,,,Cpd 222: 3964.5000,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3966.0079,660.0761,1,,,20140424-306.d,14.061,,,1467,,,4,Negative,-6,-6,,3964.5,,659.7427,,75.2,13.901,,13.762,0.176,,,8,79,,0.01,46983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
