Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,167,,,Cpd 167: 2571.3604,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2572.5958,1284.6727,4,,,20140420-298.d,14.579,,,22618,,,16,Negative,-2,-5,,2571.3604,,1284.6727,,82,14.16,,13.833,0.283,,,2,66,0.0018,0.39,1652871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,168,,,Cpd 168: 3190.4462,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3191.6273,1594.7163,2,,,20140420-298.d,15.126,,,2436,,,7,Negative,-2,-3,,3190.4462,,1594.2163,,100,14.929,,14.761,0.201,,,4,67,0.0027,0.03,135296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,169,,,Cpd 169: 3168.4640,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3170.0016,1583.7261,2,,,20140420-298.d,15.226,,,6634,,,11,Negative,-2,-3,,3168.464,,1583.2244,,100,14.936,,14.728,0.25,,,4,67,0.0011,0.14,601225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,170,,,Cpd 170: 3146.4825,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3147.9895,1048.1544,4,,,20140420-298.d,15.375,,,31227,,,25,Negative,-2,-5,,3146.4825,,1047.8205,,100,14.94,,14.678,0.274,,,4,67,0.0025,0.83,3534034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,171,,,Cpd 171: 3184.4312,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3185.5495,1060.8031,2,,,20140420-298.d,15.126,,,1533,,,7,Negative,-2,-3,,3184.4312,,1060.4692,,98.7,14.94,,14.794,0.173,,,4,67,0.0034,0.02,86068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,172,,,Cpd 172: 2898.3929,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2899.7225,1448.6903,4,,,20140420-298.d,15.408,,,7726,,,19,Negative,-2,-5,,2898.3929,,1448.1902,,100,15.109,,14.877,0.251,,,1,68,0.0038,0.2,855143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,173,,,Cpd 173: 2921.3918,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2922.802,1460.19,2,,,20140420-298.d,15.425,,,3022,,,10,Negative,-2,-3,,2921.3918,,1459.689,,100,15.147,,14.877,0.292,,,1,69,0.0013,0.07,294392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,174,,,Cpd 174: 2938.3835,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2939.8117,1468.6866,2,,,20140420-298.d,15.474,,,4064,,,10,Negative,-2,-3,,2938.3835,,1468.1847,,100,15.188,,14.993,0.237,,,3,70,0.0013,0.07,287026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,175,,,Cpd 175: 2960.3637,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2961.2846,1479.6754,1,,,20140420-298.d,15.342,,,1450,,,3,Negative,-2,-2,,2960.3637,,1479.1746,,100,15.189,,15.043,0.19,,,3,70,,0.01,52551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,176,,,Cpd 176: 2916.4025,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2917.7652,1457.6971,4,,,20140420-298.d,15.657,,,13774,,,19,Negative,-2,-5,,2916.4025,,1457.1943,,100,15.194,,14.944,0.275,,,3,70,0.0011,0.39,1630853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,177,,,Cpd 177: 3496.4722,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3497.6975,1164.8166,2,,,20140420-298.d,15.906,,,1514,,,7,Negative,-2,-3,,3496.4722,,1164.4837,,80,15.718,,15.574,0.178,,,5,71,0.0013,0.02,89784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,178,,,Cpd 178: 3340.4879,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3341.7333,667.2894,1,,,20140420-298.d,15.872,,,926,,,4,Negative,-5,-5,,3340.4879,,667.0903,,98.2,15.72,,15.541,0.192,,,5,71,,0.01,26204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,179,,,Cpd 179: 3490.4658,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3491.8507,1162.8122,1,,,20140420-298.d,15.906,,,1657,,,4,Negative,-3,-3,,3490.4658,,1162.4813,,80,15.725,,15.557,0.2,,,5,71,,0.02,65985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,180,,,Cpd 180: 3474.4915,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3476.144,1157.4903,2,,,20140420-298.d,16.005,,,5682,,,11,Negative,-2,-3,,3474.4915,,1157.1571,,100,15.727,,15.508,0.244,,,5,71,0.0039,0.11,467440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,181,,,Cpd 181: 3452.5093,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3454.1465,1150.1623,5,,,20140420-298.d,16.171,,,30630,,,29,Negative,-2,-6,,3452.5093,,1149.8295,,100,15.731,,15.474,0.272,,,5,71,0.0029,0.63,2671675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,182,,,Cpd 182: 1614.2095,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1614.4524,1613.2022,1,,,20140420-298.d,16.237,,,2704,,,2,Negative,-1,-1,,1614.2095,,1613.2022,,80,15.984,,15.79,0.247,,,4,72,,0.01,54149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,183,,,Cpd 183: 3227.4249,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3228.5458,1074.801,1,,,20140420-298.d,16.304,,,5856,,,5,Negative,-3,-3,,3227.4249,,1074.801,,100,15.992,,15.723,0.29,,,4,72,,0.06,254936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,184,,,Cpd 184: 3204.4224,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3205.9862,1067.4664,4,,,20140420-298.d,16.387,,,14536,,,21,Negative,-2,-5,,3204.4224,,1067.1341,,100,15.996,,15.756,0.263,,,4,72,0.0044,0.3,1253997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,185,,,Cpd 185: 1613.7121,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1614.0413,1612.7048,1,,,20140420-298.d,16.254,,,3352,,,2,Negative,-1,-1,,1613.7121,,1612.7048,,80,15.997,,15.773,0.264,,,4,72,,0.02,84547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,186,,,Cpd 186: 3265.3679,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3267.3301,1088.1177,1,,,20140420-298.d,16.221,,,1595,,,5,Negative,-3,-3,,3265.3679,,1087.4487,,79.3,16.056,,15.922,0.196,,,2,73,,0.01,56569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,187,,,Cpd 187: 3260.3695,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3261.634,1086.1173,2,,,20140420-298.d,16.254,,,1960,,,6,Negative,-2,-3,,3260.3695,,1085.7823,,100,16.061,,15.906,0.2,,,2,73,0.0034,0.02,89261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,188,,,Cpd 188: 3282.3545,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3283.0677,1093.111,2,,,20140420-298.d,16.188,,,1405,,,4,Negative,-2,-3,,3282.3545,,1093.111,,95,16.07,,15.939,0.142,,,4,74,0.0021,0.01,31507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,189,,,Cpd 189: 3266.3790,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3267.6282,1632.6891,1,,,20140420-298.d,16.254,,,1529,,,4,Negative,-2,-2,,3266.379,,1632.1822,,80,16.074,,15.922,0.196,,,4,74,,0.01,59186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,190,,,Cpd 190: 3222.4299,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3223.9144,1073.4698,5,,,20140420-298.d,16.519,,,27625,,,26,Negative,-2,-6,,3222.4299,,1073.1362,,100,16.076,,15.79,0.283,,,4,74,0.0012,0.66,2775543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,191,,,Cpd 191: 3244.4096,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3245.9345,1080.7969,2,,,20140420-298.d,16.387,,,4831,,,10,Negative,-2,-3,,3244.4096,,1080.4626,,100,16.077,,15.856,0.254,,,4,74,0.0002,0.12,504939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,192,,,Cpd 192: 3250.4107,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3252.2671,1082.8034,1,,,20140420-298.d,16.602,,,1644,,,5,Negative,-3,-3,,3250.4107,,1082.463,,80,16.346,,15.872,0.363,,,1,75,,0.02,90742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,193,,,Cpd 193: 3857.4821,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3858.8035,1285.1547,1,,,20140420-298.d,16.669,,,1418,,,4,Negative,-3,-3,,3857.4821,,1284.8201,,79.9,16.509,,16.353,0.186,,,6,76,,0.01,62687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,194,,,Cpd 194: 3835.5029,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3837.1791,1277.8264,1,,,20140420-298.d,16.702,,,2236,,,5,Negative,-3,-3,,3835.5029,,1277.4937,,80,16.511,,16.337,0.222,,,6,76,,0.02,104329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,195,,,Cpd 195: 3819.5374,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3821.3224,1272.5057,2,,,20140420-298.d,16.834,,,7944,,,10,Negative,-2,-3,,3819.5374,,1272.1718,,100,16.511,,16.271,0.268,,,6,76,0.0018,0.13,570765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,196,,,Cpd 196: 3796.5581,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3799.1343,758.7034,1,,,20140420-298.d,16.851,,,4301,,,7,Negative,-5,-5,,3796.5581,,758.3043,,80,16.513,,16.287,0.27,,,6,76,,0.06,236762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,197,,,Cpd 197: 3797.5538,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3799.3544,1265.1782,4,,,20140420-298.d,17,,,40264,,,24,Negative,-2,-6,,3797.5538,,1264.844,,100,16.514,,16.237,0.283,,,6,76,0.0013,0.75,3195652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,198,,,Cpd 198: 3841.5142,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3843.2028,1279.8307,1,,,20140420-298.d,16.718,,,2259,,,5,Negative,-3,-3,,3841.5142,,1279.4974,,80,16.517,,16.337,0.215,,,6,76,,0.03,117424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,199,,,Cpd 199: 3532.4825,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3533.4113,1176.8213,1,,,20140420-298.d,16.785,,,1518,,,3,Negative,-3,-3,,3532.4825,,1176.4869,,70.8,16.69,,16.536,0.177,,,1,77,,0.01,33859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,200,,,Cpd 200: 3541.4840,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3543.3741,1179.8211,5,,,20140420-298.d,17.465,,,40205,,,32,Negative,-2,-6,,3541.484,,1179.4877,,100,16.908,,16.602,0.298,,,5,78,0.0039,0.9,3832475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,201,,,Cpd 201: 3597.4174,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3600.4668,1199.4639,1,,,20140420-298.d,17.116,,,1943,,,7,Negative,-3,-3,,3597.4174,,1198.1318,,80,16.908,,16.751,0.208,,,5,78,,0.04,151727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,202,,,Cpd 202: 3563.4621,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3565.1052,1781.2284,1,,,20140420-298.d,17.133,,,2310,,,5,Negative,-2,-2,,3563.4621,,1780.7238,,100,16.908,,16.702,0.239,,,5,78,,0.03,136381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,203,,,Cpd 203: 3562.4457,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3565.2146,1187.1483,1,,,20140420-298.d,17.282,,,8302,,,7,Negative,-3,-3,,3562.4457,,1186.4746,,100,16.911,,16.652,0.282,,,5,78,,0.14,582378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,204,,,Cpd 204: 3585.4450,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3586.6309,1194.4759,2,,,20140420-298.d,17.15,,,2275,,,7,Negative,-2,-3,,3585.445,,1194.1409,,100,16.912,,16.718,0.235,,,5,78,0.0023,0.04,151559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,205,,,Cpd 205: 3579.4398,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3581.5078,1192.4717,1,,,20140420-298.d,17.166,,,3561,,,6,Negative,-3,-3,,3579.4398,,1192.1393,,100,16.928,,16.702,0.256,,,1,79,,0.05,222582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,206,,,Cpd 206: 3523.4731,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3525.1121,1173.8183,5,,,20140420-298.d,17.481,,,18923,,,26,Negative,-2,-6,,3523.4731,,1173.4843,,100,16.986,,16.718,0.28,,,2,80,0.0082,0.35,1475137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,207,,,Cpd 207: 3556.4916,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3558.1749,1184.8204,1,,,20140420-298.d,17.232,,,2419,,,5,Negative,-3,-3,,3556.4916,,1184.4899,,100,16.988,,16.785,0.25,,,2,80,,0.03,121561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,208,,,Cpd 208: 3569.4679,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3570.7429,1189.1505,1,,,20140420-298.d,17.481,,,1650,,,4,Negative,-3,-3,,3569.4679,,1188.8154,,98.6,17.155,,16.851,0.334,,,1,81,,0.03,114272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,209,,,Cpd 209: 4182.5225,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4186.2724,1394.504,1,,,20140420-298.d,17.697,,,3169,,,9,Negative,-3,-3,,4182.5225,,1393.1669,,80,17.486,,17.299,0.217,,,6,82,,0.07,296384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,210,,,Cpd 210: 4125.5937,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4127.848,824.5138,2,,,20140420-298.d,17.846,,,6944,,,9,Negative,-4,-5,,4125.5937,,824.1115,,80,17.491,,17.266,0.269,,,6,82,0.0001,0.1,438223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,211,,,Cpd 211: 4164.5557,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4166.3368,1387.5139,1,,,20140420-298.d,17.697,,,4327,,,5,Negative,-3,-3,,4164.5557,,1387.178,,100,17.491,,17.299,0.229,,,6,82,,0.05,222320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,212,,,Cpd 212: 4170.5705,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4172.3273,1389.5152,1,,,20140420-298.d,17.697,,,4266,,,5,Negative,-3,-3,,4170.5705,,1389.1829,,100,17.491,,17.282,0.238,,,6,82,,0.05,226671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,213,,,Cpd 213: 4126.6081,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4128.5939,1374.8627,5,,,20140420-298.d,18.095,,,70299,,,34,Negative,-2,-7,,4126.6081,,1374.5288,,100,17.492,,17.199,0.288,,,6,82,0.0028,1.36,5757232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,214,,,Cpd 214: 4148.5882,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4150.616,1382.1898,2,,,20140420-298.d,17.863,,,13630,,,11,Negative,-2,-3,,4148.5882,,1381.8553,,80,17.493,,17.232,0.28,,,6,82,0.0075,0.24,1005638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,215,,,Cpd 215: 3886.5272,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3887.9058,1294.8353,1,,,20140420-298.d,17.763,,,1829,,,4,Negative,-3,-3,,3886.5272,,1294.5018,,80,17.559,,17.382,0.22,,,1,83,,0.02,77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,216,,,Cpd 216: 3861.5286,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3862.9618,1286.5028,1,,,20140420-298.d,17.763,,,1801,,,4,Negative,-3,-3,,3861.5286,,1286.1689,,80,17.58,,17.431,0.194,,,1,84,,0.02,75037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,217,,,Cpd 217: 4155.5952,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4156.4541,1384.1911,1,,,20140420-298.d,17.879,,,2083,,,3,Negative,-3,-3,,4155.5952,,1384.1911,,100,17.738,,17.498,0.209,,,1,85,,0.02,67188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,218,,,Cpd 218: 3908.4829,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3910.5732,1302.1535,1,,,20140420-298.d,18.029,,,2359,,,6,Negative,-3,-3,,3908.4829,,1301.8204,,100,17.753,,17.548,0.243,,,6,86,,0.03,138756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,219,,,Cpd 219: 3852.5240,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3854.2237,1283.5026,5,,,20140420-298.d,18.178,,,12665,,,21,Negative,-2,-6,,3852.524,,1283.1676,,100,17.76,,17.514,0.276,,,6,86,0.0062,0.22,943472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,220,,,Cpd 220: 3870.5349,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3872.5989,1289.506,5,,,20140420-298.d,18.194,,,31606,,,32,Negative,-2,-6,,3870.5349,,1289.171,,100,17.767,,17.431,0.28,,,6,86,0.0034,0.66,2799393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,221,,,Cpd 221: 3892.5123,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3892.634,1296.4967,2,,,20140420-298.d,18.078,,,4724,,,5,Negative,-2,-3,,3892.5123,,1296.4967,,80,17.768,,17.548,0.247,,,6,86,0.0054,0.03,116487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,222,,,Cpd 222: 3914.4915,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3916.246,1304.158,1,,,20140420-298.d,17.995,,,2088,,,5,Negative,-3,-3,,3914.4915,,1303.8232,,80,17.768,,17.581,0.228,,,6,86,,0.03,110819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
