Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,167,,,Cpd 167: 5791.6854,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5793.3154,1447.1645,2,,,20140429-382.d,19.691,,,1139,,,9,Negative,-3,-4,,5791.6854,,1446.9151,,76,19.515,,19.343,0.187,,,4,68,0.0058,0.02,90601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,168,,,Cpd 168: 5734.7421,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5737.203,1433.177,2,,,20140429-382.d,19.89,,,3174,,,13,Negative,-3,-4,,5734.7421,,1432.6794,,100,19.535,,19.31,0.296,,,1,69,0.0063,0.11,477818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,169,,,Cpd 169: 6099.8005,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6100.6834,1219.1479,1,,,20140429-382.d,20.139,,,979,,,3,Negative,-5,-5,,6099.8005,,1218.9528,,77.8,19.999,,19.857,0.199,,,3,70,,0.01,28326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,170,,,Cpd 170: 6119.7702,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6121.5207,1529.4375,1,,,20140429-382.d,20.272,,,1773,,,4,Negative,-4,-4,,6119.7702,,1528.9353,,80,20.001,,19.824,0.268,,,3,70,,0.02,90957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,171,,,Cpd 171: 6097.7854,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6100.4611,1523.9413,4,,,20140429-382.d,20.52,,,7019,,,24,Negative,-3,-7,,6097.7854,,1523.4389,,100,20.014,,19.625,0.339,,,3,70,0.0038,0.29,1215343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,172,,,Cpd 172: 6080.7739,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6082.1707,2026.2508,2,,,20140429-382.d,20.288,,,1392,,,7,Negative,-3,-7,,6080.7739,,2025.9172,,81.5,20.05,,19.874,0.218,,,2,71,0.0032,0.02,83862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,173,,,Cpd 173: 6079.7802,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6082.4743,1519.4372,1,,,20140429-382.d,20.404,,,2469,,,7,Negative,-4,-4,,6079.7802,,1518.9378,,80,20.055,,19.791,0.302,,,2,71,,0.05,202547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,174,,,Cpd 174: 1503.3043,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1503.9461,750.6449,1,,,20140429-382.d,20.437,,,1540,,,3,Negative,-2,-2,,1503.3043,,750.6449,,100,20.234,,20.039,0.231,,,1,72,,0.01,38950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,175,,,Cpd 175: 6459.7540,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6462.3367,1614.435,1,,,20140429-382.d,20.686,,,1334,,,6,Negative,-4,-4,,6459.754,,1613.9312,,79.7,20.485,,20.288,0.23,,,1,73,,0.03,110019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,176,,,Cpd 176: 6402.8335,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6405.471,1600.201,6,,,20140429-382.d,20.952,,,8785,,,30,Negative,-3,-8,,6402.8335,,1599.7029,,100,20.495,,20.139,0.341,,,3,74,0.018,0.37,1537118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,177,,,Cpd 177: 6424.7953,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6427.8528,1605.6959,1,,,20140429-382.d,20.802,,,2234,,,8,Negative,-4,-4,,6424.7953,,1605.1915,,100,20.505,,20.238,0.29,,,3,74,,0.05,222943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,178,,,Cpd 178: 6441.7729,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6444.1372,1609.933,1,,,20140429-382.d,20.67,,,1087,,,6,Negative,-4,-4,,6441.7729,,1609.436,,80,20.508,,20.338,0.204,,,3,74,,0.02,63780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,179,,,Cpd 179: 6384.8123,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6387.7422,1595.6967,1,,,20140429-382.d,20.902,,,3296,,,8,Negative,-4,-4,,6384.8123,,1595.1958,,98.3,20.528,,20.255,0.317,,,1,75,,0.08,318855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,180,,,Cpd 180: 413.1588,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,413.4018,412.1515,1,,,20140429-382.d,22.428,,,627,,,2,Negative,-1,-1,,413.1588,,412.1515,,100,22.172,,21.748,0.365,,,1,76,,0,14374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,181,,,Cpd 181: 486.1757,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,486.3681,485.1685,1,,,20140429-382.d,23.804,,,925,,,2,Negative,-1,-1,,486.1757,,485.1685,,100,23.529,,23.29,0.282,,,1,77,,0,18688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,182,,,Cpd 182: 6602.9780,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6604.4492,2200.3135,1,,,20140429-382.d,24.949,,,902,,,4,Negative,-3,-3,,6602.978,,2199.9854,,79.6,24.751,,24.6,0.214,,,2,78,,0.01,41218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,183,,,Cpd 183: 6601.9530,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6604.7773,1649.9859,1,,,20140429-382.d,25.098,,,2223,,,7,Negative,-4,-4,,6601.953,,1649.481,,80,24.758,,24.518,0.313,,,2,78,,0.04,179060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,184,,,Cpd 184: 427.1401,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,427.3724,426.1328,1,,,20140429-382.d,25.911,,,2740,,,2,Negative,-1,-1,,427.1401,,426.1328,,100,25.613,,25.347,0.276,,,1,79,,0.01,61078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,185,,,Cpd 185: 6660.8857,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6663.5073,1664.7128,1,,,20140429-382.d,26.093,,,1858,,,6,Negative,-4,-4,,6660.8857,,1664.2142,,80,25.846,,25.662,0.266,,,4,80,,0.04,167811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,186,,,Cpd 186: 6626.9292,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6628.7795,2208.2992,1,,,20140429-382.d,26.027,,,1265,,,5,Negative,-3,-3,,6626.9292,,2207.9691,,80,25.847,,25.695,0.211,,,4,80,,0.02,74685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,187,,,Cpd 187: 6603.9441,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6606.9287,1650.7303,6,,,20140429-382.d,26.292,,,13827,,,40,Negative,-3,-8,,6603.9441,,1649.9813,,100,25.851,,25.562,0.312,,,4,80,0.0274,0.54,2278550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,188,,,Cpd 188: 6625.9407,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6629.2064,1656.2237,1,,,20140429-382.d,26.259,,,2868,,,8,Negative,-4,-4,,6625.9407,,1655.4779,,80,25.851,,25.629,0.291,,,4,80,,0.07,281409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,189,,,Cpd 189: 355.1549,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,355.3274,354.1476,1,,,20140429-382.d,26.276,,,2830,,,2,Negative,-1,-1,,355.1549,,354.1476,,100,25.931,,25.629,0.319,,,1,81,,0.02,63607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,190,,,Cpd 190: 6630.9615,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6632.4804,1657.2339,1,,,20140429-382.d,26.475,,,1672,,,4,Negative,-4,-4,,6630.9615,,1656.7331,,80,26.212,,25.944,0.305,,,1,82,,0.03,114119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,191,,,Cpd 191: 524.1671,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,524.4004,523.1598,1,,,20140429-382.d,27.802,,,747,,,2,Negative,-1,-1,,524.1671,,523.1598,,100,27.575,,27.42,0.23,,,1,83,,0,11868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,192,,,Cpd 192: 7013.0978,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7014.8091,1753.0169,1,,,20140429-382.d,28.764,,,1938,,,4,Negative,-4,-4,,7013.0978,,1752.2672,,80,28.196,,27.702,0.564,,,1,84,,0.05,200367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,193,,,Cpd 193: 3508.5474,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3509.3263,1753.2664,1,,,20140429-382.d,28.78,,,2155,,,3,Negative,-2,-2,,3508.5474,,1753.2664,,92.4,28.43,,27.735,0.526,,,1,85,,0.03,127808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,194,,,Cpd 194: 7045.0950,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7046.3736,1760.2665,1,,,20140429-382.d,29.427,,,1156,,,4,Negative,-4,-4,,7045.095,,1760.2665,,97.9,29.206,,28.996,0.25,,,1,86,,0.01,59982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,195,,,Cpd 195: 243.1833,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,243.3539,242.176,1,,,20140429-382.d,29.925,,,2658,,,2,Negative,-1,-1,,243.1833,,242.176,,100,29.573,,29.311,0.308,,,1,87,,0.01,57818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,196,,,Cpd 196: 7043.0542,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7048.477,1760.9959,1,,,20140429-382.d,30.638,,,4429,,,12,Negative,-4,-4,,7043.0542,,1759.7563,,80,30.009,,29.659,0.597,,,2,88,,0.32,1356738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,197,,,Cpd 197: 7026.0200,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7029.3054,2341.6674,1,,,20140429-382.d,30.787,,,5992,,,9,Negative,-3,-3,,7026.02,,2340.9994,,96.2,30.02,,29.659,0.65,,,2,88,,0.38,1591264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,198,,,Cpd 198: 7005.9802,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7007.5803,777.6591,1,,,20140429-382.d,30.505,,,8538,,,4,Negative,-9,-9,,7005.9802,,777.435,,81,30.029,,29.709,0.403,,,5,89,,0.17,718246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,199,,,Cpd 199: 6968.0336,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6970.5756,632.6362,1,,,20140429-382.d,30.671,,,8246,,,7,Negative,-11,-11,,6968.0336,,632.4503,,81,30.034,,29.659,0.485,,,5,89,,0.29,1200562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,200,,,Cpd 200: 7024.0223,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7027.6669,1755.7509,4,,,20140429-382.d,30.837,,,20659,,,31,Negative,-3,-8,,7024.0223,,1755.0007,,98.6,30.036,,29.626,0.628,,,5,89,0.0235,2.18,9125988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,201,,,Cpd 201: 329.0521,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,329.2479,328.0448,1,,,20140429-382.d,30.688,,,2048,,,2,Negative,-1,-1,,329.0521,,328.0448,,80,30.041,,29.709,0.584,,,5,89,,0.02,70810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,202,,,Cpd 202: 7005.0522,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7008.7669,1751.0066,6,,,20140429-382.d,30.77,,,40977,,,53,Negative,-3,-8,,7005.0522,,1750.258,,100,30.043,,29.643,0.555,,,5,89,0.019,3.86,16139656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,203,,,Cpd 203: 7068.0496,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7070.6001,1766.5284,1,,,20140429-382.d,30.621,,,4099,,,6,Negative,-4,-4,,7068.0496,,1766.0051,,98.5,30.049,,29.692,0.597,,,9,90,,0.18,768310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,204,,,Cpd 204: 6983.1045,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6985.8579,1745.5187,1,,,20140429-382.d,30.671,,,3279,,,6,Negative,-4,-4,,6983.1045,,1744.7689,,80,30.053,,29.676,0.622,,,9,90,,0.14,593667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,205,,,Cpd 205: 7023.0375,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,7023.6982,1754.753,3,,,20140429-382.d,30.704,,,6045,,,19,Negative,-4,-6,,7023.0375,,1754.753,,80,30.057,,29.659,0.543,,,9,90,0.0274,0.4,1666448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,206,,,Cpd 206: 8423.5620,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,8424.8476,2807.2424,1,,,20140429-382.d,30.571,,,7666,,,3,Negative,-3,-3,,8423.562,,2806.8467,,74.1,30.061,,29.709,0.462,,,9,90,,0.12,505773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,207,,,Cpd 207: 6990.0754,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6992.2531,2329.6852,2,,,20140429-382.d,30.837,,,10948,,,10,Negative,-3,-6,,6990.0754,,2329.0178,,80,30.064,,29.626,0.71,,,9,90,0.018,0.56,2364020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,208,,,Cpd 208: 1946.4375,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1947.2467,485.6021,1,,,20140429-382.d,30.472,,,1060,,,3,Negative,-4,-4,,1946.4375,,485.6021,,94.7,30.065,,29.792,0.372,,,9,90,,0.01,42091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,209,,,Cpd 209: 662.2524,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,662.5297,330.1189,1,,,20140429-382.d,31.019,,,2543,,,2,Negative,-2,-2,,662.2524,,330.1189,,94.2,30.068,,29.692,0.697,,,9,90,,0.03,113726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,210,,,Cpd 210: 6662.0526,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6663.6716,1665.0079,1,,,20140429-382.d,30.588,,,1938,,,4,Negative,-4,-4,,6662.0526,,1664.5059,,80,30.069,,29.726,0.466,,,9,90,,0.04,174303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,211,,,Cpd 211: 6967.0932,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6970.5607,1741.5207,8,,,20140429-382.d,31.202,,,303288,,,87,Negative,-3,-10,,6967.0932,,1740.7695,,99.9,30.07,,29.593,0.638,,,9,90,0.0344,32.36,135465888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,212,,,Cpd 212: 6989.0828,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6991.0292,1747.0148,3,,,20140429-382.d,30.87,,,33720,,,13,Negative,-3,-5,,6989.0828,,1746.2658,,80,30.08,,29.626,0.706,,,3,91,0.0256,1.81,7591478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,213,,,Cpd 213: 6638.0574,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6640.7753,1659.2571,2,,,20140429-382.d,30.671,,,5985,,,12,Negative,-3,-4,,6638.0574,,1658.5074,,80,30.092,,29.709,0.46,,,3,91,0.0053,0.26,1067824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,214,,,Cpd 214: 1312.3447,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1312.7498,436.4409,1,,,20140429-382.d,30.439,,,914,,,2,Negative,-3,-3,,1312.3447,,436.4409,,74.4,30.093,,29.792,0.395,,,3,91,,0.01,29654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,215,,,Cpd 215: 6995.0795,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6997.7608,998.8615,3,,,20140429-382.d,30.671,,,3323,,,19,Negative,-5,-7,,6995.0795,,998.2883,,80,30.326,,29.808,0.437,,,1,92,0.0174,0.24,991624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,216,,,Cpd 216: 6333.0344,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6334.5293,903.8539,3,,,20140429-382.d,30.721,,,2437,,,12,Negative,-5,-7,,6333.0344,,903.7113,,80,30.39,,30.19,0.27,,,1,93,0.0098,0.06,258471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,217,,,Cpd 217: 6332.0252,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6334.8219,1582.7505,2,,,20140429-382.d,30.92,,,7457,,,14,Negative,-3,-4,,6332.0252,,1581.9997,,100,30.424,,30.007,0.443,,,1,94,0.005,0.39,1631794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,218,,,Cpd 218: 6002.9787,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6005.8082,2000.652,2,,,20140429-382.d,30.936,,,6050,,,16,Negative,-3,-4,,6002.9787,,1999.9842,,100,30.526,,30.157,0.359,,,1,95,0.0066,0.29,1219460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,219,,,Cpd 219: 5658.9321,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5660.3814,942.3147,3,,,20140429-382.d,30.837,,,2543,,,12,Negative,-5,-7,,5658.9321,,942.147,,71.5,30.69,,30.538,0.151,,,2,96,0.0115,0.04,181265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,220,,,Cpd 220: 5657.9311,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5660.5315,1885.6367,2,,,20140429-382.d,31.086,,,10763,,,14,Negative,-3,-4,,5657.9311,,1884.9678,,100,30.697,,30.406,0.296,,,2,96,0.0151,0.29,1232468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,221,,,Cpd 221: 5352.8852,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5355.3928,1783.9565,3,,,20140429-382.d,31.185,,,17382,,,20,Negative,-3,-6,,5352.8852,,1783.2871,,100,30.778,,30.571,0.279,,,2,97,0.008,0.42,1763941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,222,,,Cpd 222: 5353.8958,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5355.2683,1069.9738,1,,,20140429-382.d,30.936,,,1837,,,4,Negative,-5,-5,,5353.8958,,1069.7719,,76,30.792,,30.638,0.188,,,2,97,,0.02,71318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
